Id,Query,Time,OriginalIntent,FinalIntent,OriginalScore,Nouns,Verbs,Response,ConversationId
C06F2412-6F68-4E20-9EE6-951B2FADE7BC,Help filling out housing application form,30-Nov-22,LocalGov.Housing.Application.Help.Request,LocalGov.Housing.Application.Help.Request,0.59701145,filling housing application form filling housing applications forms housing-application-form,Help fill house,{Carousel},8vM0h0wYqUf49q4tj9Oqrz-eu
9BC884ED-902E-49F6-9131-552969663DAA,Housing application,30-Nov-22,LocalGov.Housing.Application.Help.Request,LocalGov.Housing.Application.Help.Request,0.8542605,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,5rkjBmr79TeHrKz44q8lfi-eu
468FE02F-A8E9-4A17-8509-11726A3DC8C4,Inquiring about a housing application form I handed in a while ago,30-Nov-22,LocalGov.Housing.Application.Help.Request,LocalGov.Housing.Application.Help.Request,0.49297,Inquiring housing application form while Inquiring housing applications forms whiles housing-application-form,inquire house,{Carousel},5rkjBmr79TeHrKz44q8lfi-eu
83254ED6-B63E-495D-A195-8111D52B06EF,How do I get access to my flat,30-Nov-22,LocalGov.Housing.MutualExchange.Info,LocalGov.Housing.MutualExchange.Info,0.5482116,access accesses ,get,{Carousel},HveclamL1yl6BkRVNls8Ks-eu
822C03A2-D83F-4D42-B730-26DD0E325845,I need my bedroom allocation changed,30-Nov-22,LocalGov.Housing.Overcrowded.Rules.Info,LocalGov.Housing.Overcrowded.Rules.Info,0.18359847,bedroom allocation bedrooms allocations bedroom-allocation,,,17IWr1TF1KpAtRFkaYkJAc-eu
1D6581E6-4FE0-4E13-97AA-3D309BD0703B,I'd like to speak to my housing officer,30-Nov-22,LocalGov.Housing.Contact,LocalGov.Housing.Contact,0.91830117,Id housing officer Ids housing officers housing-officer,speak house,{Carousel},C5UFWVix1FV1LWw4JqsgPD-eu
D55DE0D4-167B-4795-BDED-6398BB14F613,I want to find out what I can do reporting St lights not working,30-Nov-22,LocalGov.Roads.Maint.TrafficLight.Report,LocalGov.Roads.Maint.TrafficLight.Report,0.20428008,reporting St lights working reporting Sts light working reporting-St-lights,report work,,1NR9SFzEyQB6mml19N2WcL-eu
39765366-FEA4-4A0E-A209-92A303EB9FF8,Environmental health officer,30-Nov-22,LocalGov.Environ.Pollution.ConLand.Request.Cost,LocalGov.Environ.Pollution.ConLand.Request.Cost,0.09870681,health officer healths officers Environmental-health-officer,,,CwacwbyQKpcH5EgJwIY4fb-eu
985B0084-6260-42CA-852C-7D60CF17FA94,Car parking,30-Nov-22,LocalGov.Parking.Illegal.Report,LocalGov.Parking.Illegal.Report,0.9987679,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,KqRregOdszRAxf6RtZR8DI-eu
204ADAE6-EA7E-460C-9C0D-8CBF8C1FDDE9,Need car parking,30-Nov-22,LocalGov.Parking.Illegal.Report,LocalGov.Parking.Illegal.Report,0.9942554,car parking cars parking car-parking,park,{Carousel},KqRregOdszRAxf6RtZR8DI-eu
39161875-66A2-4AC2-B76F-ACF97A2D2762,I am moving home,30-Nov-22,LocalGov.CouncilTax.Moving.Out.Info,LocalGov.CouncilTax.Moving.Out.Info,0.933388,moving moving ,move,{Carousel},JbtfylDU5cnLCGtJudpb91-eu
00751AE0-630F-45D1-B7BC-4B53CDE6A8B0,I'm moving home,30-Nov-22,LocalGov.CouncilTax.Moving.Out.Info,LocalGov.CouncilTax.Moving.Out.Info,0.94997877,moving home moving hom ,move,{Carousel},6dBH3DKFrouJ345xmF1zf8-eu
A0EB5513-18E7-402B-991C-F7600D345FDF,Housing officer for Rottingdean,30-Nov-22,LocalGov.Housing.Contact,LocalGov.Housing.Contact,0.90581197,Housing officer Rottingdean Housing officers Rottingdeans Housing-officer,house,{Carousel},CVN8Cg1b9b8IdMxskMxsF-eu
3F9FED6D-AA2D-4796-8912-3FA4FE982DF9,Change of address,30-Nov-22,Root.ProblemStatement,Root.ProblemStatement,0.09488629,Change address Changes addresses ,,,4oOMadgMR0J2LveeTSQ2Qp-eu
3F351A72-E7DC-4CD4-ACC8-D6F75A30F837,Council tax,30-Nov-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.9862356,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,EbF2nZxeyTULOwipdMdvQn-eu
AB9C74E2-9B10-484A-8780-A543E459B5F6,Council tax,30-Nov-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.9862356,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,EbF2nZxeyTULOwipdMdvQn-eu
B1D420AF-F5A2-477C-B066-6B2E150A5469,Need help with vision,30-Nov-22,Base.Person.Transfer,Base.Person.Transfer,0.7289873,vision visions ,help,,hr8w6oau1BBwx8AwInUet-eu
AB5C9F1C-02F0-4003-B4D0-CB7BD59A3017,Council tax,30-Nov-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.9862356,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,EbF2nZxeyTULOwipdMdvQn-eu
5BC8C1BE-C5EF-4E81-9963-974AF39348F2,I would like to speak to a conservation officer,30-Nov-22,LocalGov.Planning.Conservation.Area.Where,LocalGov.Planning.Conservation.Area.Where,0.53655165,conservation officer conservations officers conservation-officer,speak,{Carousel},aWDRCLiPpEIGBEfpEG5pa-eu
FE38FED1-8461-48F2-9661-C8ABACF685E6,Somebody keeps phoning me on my mobile and sending a text message,30-Nov-22,LocalGov.Environ.Issue.Nuisance.Alarms.Info,LocalGov.Environ.Issue.Nuisance.Alarms.Info,0.028647432,Somebody phoning sending text message Somebody phoning sending texts messages text-message,phone send,,BY0U5yuj31WFn6FGt8cdAM-eu
66A0E008-11B0-4CA2-A480-79DC5EF61ABB,I want to speak to Jan Northey,30-Nov-22,Base.Person.Transfer,Base.Person.Transfer,0.9999984,Jan Northey Jans Northeys ,speak,,L8x7Hl0KvoqARLz4UoHe7g-eu
29508F35-1A2A-4D9B-BC24-6ED22734D496,How long will council tax take to process,30-Nov-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.8701322,will council tax wills councils taxes council-tax,take process,{Carousel},8Fesrp4ll8DINyco6SpaeD-eu
D6617EF8-024B-4E5F-A5E6-60D11EA84DF5,I wish to know if if the cleansing department can get rid of a big sofa for me,30-Nov-22,LocalGov.Waste.Household.Dispose.How,LocalGov.Waste.Household.Dispose.How,0.12836844,cleansing department sofa cleansing departments sofas cleansing-department big-sofa,wish cleanse get,,3tL4XMJ1paa7G4CVP4JIvd-eu
2D545952-A8F5-4285-B74F-FD5B6B6A9B0B,Talk to someone,30-Nov-22,Base.Person.Transfer,Base.Person.Transfer,0.99892294,someone someone ,Talk,,9wZeVUCwekMJ6RSu96lL7N-eu
BD445C3B-67CE-4E5C-A7F0-4084576A4C44,"How do I get the help, the help with the cost of living and etcetera",30-Nov-22,LocalGov.Schools.Application.Help,LocalGov.Schools.Application.Help,0.10835107,cost living etcetera costs living etcetera ,get live,,H0pH9nA0veEKYMpVvsy2Gt-eu
E68B0772-FC22-4EF4-BC3B-59F0D1DBC519,Breach of building control,30-Nov-22,LocalGov.Planning.BuildingRegs.Purpose.Info,LocalGov.Planning.BuildingRegs.Purpose.Info,0.8361473,Breach building control Breaches building controls Breach-of-building-control,build,{Carousel},7MyXk5dehkH45fFX46kXCP-eu
C30079A8-B3B9-4ABA-8B34-B73A261D9A7C,Contrary accommodation rent card,30-Nov-22,LocalGov.Housing.Rent.Charges.Info,LocalGov.Housing.Rent.Charges.Info,0.29968166,accommodation rent card accommodations rents cards Contrary-accommodation-rent-card,,,6SnV00ehuxBIXvJbZnpiPU-eu
CE0CFB7A-1B34-4E2C-A040-E785B7E5BCC8,Direct debit of Mount,30-Nov-22,LocalGov.Housing.Rent.Pay.DDebit.Date.Info,LocalGov.Housing.Rent.Pay.DDebit.Date.Info,0.771695,debit Mount debits Mounts Direct-debit-of-Mount,,{Carousel},8DZmYbd8sLm7nSSEaWzJS-eu
63293FD1-89D3-4904-8380-E5C2C5D1FF89,Waiting for a refund,30-Nov-22,Root.IWantTo,Root.IWantTo,0.08577399,Waiting refund Waiting refunds ,wait,,9Xb0rE7CKKx70KFcy4WiRM-eu
73376A36-2041-4A3B-BC02-E8C075E6520E,I need to speak to someone from housing,30-Nov-22,Base.Person.Transfer,Base.Person.Transfer,1,someone housing someone housing ,speak house,,IPCXH1SXlAzDi5xp4wGlJ7-eu
FB6931D4-A6F9-4EE8-AD5B-032E035D153B,Speak to somebody about end of probate house sale,30-Nov-22,LocalGov.Registration.Wills.Probate.Inheritance,LocalGov.Registration.Wills.Probate.Inheritance,0.3692773,somebody end probate house sale somebody ends probates houses sales end-of-probate-house-sale,Speak,,4sAeGmcNCBT2ckAiIeoQDu-eu
ADFECC28-AB8F-41CD-9910-6A8C3EA4577D,"I'd like to pay my bedroom tax to someone, a person",30-Nov-22,LocalGov.CouncilTax.Support.Eligible.Who,LocalGov.CouncilTax.Support.Eligible.Who,0.26758,Id bedroom tax someone person Ids bedrooms taxes someone people bedroom-tax,pay,,EBBgEsjtQ2U1eF2EwF2RL1-eu
63683C5F-875A-4857-A97C-A97A50207074,"Car popping, car parking permit",30-Nov-22,LocalGov.Parking.Illegal.Report,LocalGov.Parking.Illegal.Report,0.46296042,Car popping car parking permit Cars popping cars parking permits Car-popping car-parking-permit,pop park,{Carousel},I8pXocIo8PZFgbGvrG50wG-eu
EF884692-F03E-4AD0-9335-48AD7E9F02B5,South portal help,30-Nov-22,Root.HowDoI,Root.HowDoI,0.5072762,  South-portal-help,,,KdJI3fl61TYIKPBNtBlPoQ-eu
CAE763ED-5D09-45F8-B335-F54F61EF0C8E,Speak to a housing officer,30-Nov-22,LocalGov.Housing.Contact,LocalGov.Housing.Contact,0.869085,housing officer housing officers housing-officer,Speak house,{Carousel},KelXvU4KFht5EGRFxhInI2-eu
BD7A315C-6EBE-4F37-9E98-6BC4FBA030C0,Housing benefit overpayment,30-Nov-22,LocalGov.CouncilTax.Account.Manage.Info,LocalGov.CouncilTax.Account.Manage.Info,0.8040939,Housing benefit overpayment Housing benefits overpayments Housing-benefit-overpayment,house,{Carousel},BNoMY0mnt4YT96HdP2ZlE-eu
40036069-F130-4346-A6F0-C726562EA459,On the way to the response from Sarah regarding a Council tax reduction,30-Nov-22,LocalGov.CouncilTax.Support.Eligible.Who,LocalGov.CouncilTax.Support.Eligible.Who,0.9851882,way response Sarah regarding Council tax reduction ways responses Sarahs regarding Councils taxes reductions Council-tax-reduction,regard,{Carousel},GYk0VD8hmyx84t55qOnFU6-eu
C2898AF7-C345-49BF-9700-97D4D87B78AE,Housing officer,30-Nov-22,LocalGov.Housing.Contact,LocalGov.Housing.Contact,0.9260061,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,7mC7ByS4lmOGjmp4JxT2Ka-eu
DD552BDB-B12E-4754-9359-44A301B0A550,How do I get hold of my housing officer,30-Nov-22,LocalGov.Housing.Contact,LocalGov.Housing.Contact,0.70701915,hold housing officer holds housing officers housing-officer,get house,{Carousel},7mC7ByS4lmOGjmp4JxT2Ka-eu
47E5FFEE-464E-4194-B0A9-640E67960E34,How do I rent a room in Eastbourne Town Hall,30-Nov-22,LocalGov.Housing.Rent.Pay.Problem.Report,LocalGov.Housing.Rent.Pay.Problem.Report,0.32295406,room Eastbourne Town Hall rooms Eastbournes Towns Halls Eastbourne-Town-Hall,rent,,7aMI20PU3fQCi2GXUqhKn-eu
48F5FD81-9E69-4A6D-B8A0-7E987F987706,Help with,30-Nov-22,Root.HowDoI,Root.HowDoI,0.9305861,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,DxYOgvgixclKIp9QDIHUcU-eu
56DBC011-468F-4582-B43E-1E728E2A5AF3,14 wins,30-Nov-22,Root.Hello,Root.Hello,0.07532938,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,DxYOgvgixclKIp9QDIHUcU-eu
387703C0-BC70-4778-A0B8-130BAF97E356,Please find someone to help,30-Nov-22,Base.Person.Transfer,Base.Person.Transfer,0.99760294,someone someone ,help,,DxYOgvgixclKIp9QDIHUcU-eu
2A400897-81FB-41C8-8360-2254F6057B23,How do I get in touch with housing officer,30-Nov-22,LocalGov.Housing.Contact,LocalGov.Housing.Contact,0.8769687,touch housing officer touches housing officers housing-officer,get house,{Carousel},LmCOkX38p0r1Gka4fL8RJK-eu
BAB41102-7468-4532-9188-93A5DA2C96E1,Taxi driver complaint,30-Nov-22,Root.IWantTo,Root.IWantTo,0.18493292,Taxi driver complaint Taxis drivers complaints Taxi-driver-complaint,,,LEl40s60kgnCGwRmkK3s3Y-eu
26079138-2C56-4030-8407-2E930C71CE13,How do I arrange some furniture to be taken away,30-Nov-22,LocalGov.Bereavment.Death.What,LocalGov.Bereavment.Death.What,0.037910044,furniture furnitures ,arrange,,5e0bdiC89OAKGNNk09LHeM-eu
8BA2F0C6-646B-4B0B-9158-51EC7CFF48A3,"Um, do I have to get a tree preservation order if I'm having a walnut tree primed pruned in my garden",30-Nov-22,LocalGov.Planning.Conservation.Tree.Modify,LocalGov.Planning.Conservation.Tree.Modify,0.5531278,,,Your request was a bit too long to understand I'm afraid. Please try using 20 words or less.,LUcNDrMJKkX4ndljkmPCsz-eu
CC183A07-386A-4A0E-9797-5520C4235AB9,R walnut trees,30-Nov-22,Root.Sensitive.Desperation,Root.Sensitive.Desperation,0.077497974,R walnut trees R walnuts tree R-walnut-trees,,,LUcNDrMJKkX4ndljkmPCsz-eu
581ABA1E-154A-4FDE-BBCA-84B5EB3E0FCA,Spoke to Simon Parkins has a needs,30-Nov-22,LocalGov.Housing.Repairs.Internal.Report,LocalGov.Housing.Repairs.Internal.Report,0.27117375,Spoke Simon Parkins needs Spokes Simons Parkins need Simon-Parkins,,,BvKdTFXOgl21XykzqNTeNw-eu
8F7EB728-189D-48CE-8E35-F3DBA88BED84,I need to speak to Lee Michael,30-Nov-22,Base.Person.Transfer,Base.Person.Transfer,0.9999984,Lee Michael Lees Michaels Lee-Michael,speak,,CpsaXfbM8OM9ZY9e38FBZi-eu
EC29BAC8-982C-4761-A3D2-500D1DCA4B41,Speak to someone,30-Nov-22,Base.Person.Transfer,Base.Person.Transfer,0.99921304,someone someone ,Speak,,7FaqDw8yuqV3npIJ4fsiQM-eu
29AC2FB3-75D7-4E2B-9034-2716D34248AA,How do I report illegal parking,30-Nov-22,LocalGov.Parking.Illegal.Report,LocalGov.Parking.Illegal.Report,0.9421312,parking parking illegal-parking,report park,{Carousel},614feMWBHnaEtCCsRYaNjS-eu
35844C07-ABE7-40B2-9C02-D3FDD1151961,How do I make a complaint,30-Nov-22,Root.HowDoI,Root.HowDoI,0.5209586,complaint complaints ,make,,1qgIdHG8ubY1BsgUBw3w7D-eu
84B427B9-97C1-4719-9302-868341705E56,I need a password for the housing app,30-Nov-22,LocalGov.Housing.Contact,LocalGov.Housing.Contact,0.16829658,password housing app passwords housing apps housing-app,house,,3Qp95TH0qRGLKPKqAQb7cv-eu
65C7EBE0-BCE3-412E-9066-849199F4BC8B,Housing repair,30-Nov-22,LocalGov.Housing.Repairs.Report,LocalGov.Housing.Repairs.Report,0.90966964,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,Gdn8QS3XxvI5Zkcuswulhu-eu
2DAADAF6-9DAC-482E-9153-268C1715C695,I need help with my Council tax,30-Nov-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.8183232,Council tax Councils taxes Council-tax,,{Carousel},5ZUuoV98ymfCOQ6GdjO7OE-eu
CF9E5FBB-AD32-44A8-8C85-E64948AB70CD,Housing repair,30-Nov-22,LocalGov.Housing.Repairs.Report,LocalGov.Housing.Repairs.Report,0.90966964,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,Gdn8QS3XxvI5Zkcuswulhu-eu
B502E0D0-9BA1-4F0B-A04E-BCCE2F43F085,Someone to help please,30-Nov-22,Base.Person.Transfer,Base.Person.Transfer,0.99738747,Someone Someone ,help,,JvqE3h4cYQ6AfDXt3Y42Ss-eu
C19815F9-4EB3-41A4-B7AC-E80E2B6F51A4,A capital letter for the Council. Do I bring it or send it,30-Nov-22,LocalGov.Housing.Responsibilities.Info,LocalGov.Housing.Responsibilities.Info,0.112730205,capital letter Council capitals letters Councils capital-letter,bring send,,85wdE0JKEtT9BhBnOyvve5-eu
2F5A3B89-9B7B-437A-8499-C913DDB64C98,Speak to advisor,30-Nov-22,Root.IWantTo,Root.IWantTo,0.34667858,advisor advisors ,Speak,,AEV0hBD7bIo5OvNmoEvhd2-eu
1196D629-7A23-48D7-9DAB-FF46C7D27687,Who do I need to speak to regarding my Council house,30-Nov-22,Base.Person.Transfer,Base.Person.Transfer,0.9999978,regarding Council house regarding Councils houses Council-house,speak regard,,naY9YkVKHeSLIf0XthDh-eu
22D8CA5B-F8EF-4D2B-A531-ECB5B0220BE2,Energy help,30-Nov-22,Root.HowDoI,Root.HowDoI,0.6182743,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,1KX0u2LaIVxKvVnVoULATN-eu
A7C5F4E5-6B2A-48ED-9F15-BF117EC36100,How do I apply energy support,30-Nov-22,Root.HowDoI,Root.HowDoI,0.72216785,energy support energies supports energy-support,apply,,1KX0u2LaIVxKvVnVoULATN-eu
8995B99B-990D-451B-A5C8-EB22CE866AEB,Okay,30-Nov-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,41ueVufS0fWGFPo6TNGFSK-eu
13CDFF88-1273-477A-A2D9-EC402119D47F,Can I speak about my Council tax bill,30-Nov-22,LocalGov.CouncilTax.Bill.Request,LocalGov.CouncilTax.Bill.Request,0.91722536,Council tax bill Councils taxes bills Council-tax-bill,speak,{Carousel},EeDnFxsJZl6AP4rQPzwrFA-eu
3019DBE4-FF86-4A6B-901F-DFEFAFFDEA5D,Has the tender been issued for New Haven Fort,30-Nov-22,LocalGov.Schools.Application.Status,LocalGov.Schools.Application.Status,0.016699608,tender New Haven Fort tenders News Havens Forts New-Haven-Fort,,,4nveA9vuU4oCk6nbAxfZmN-eu
794EF249-7B89-4598-B060-10640E7A95F8,Parking meter problems,30-Nov-22,LocalGov.Parking.Illegal.Report,LocalGov.Parking.Illegal.Report,0.44590163,Parking meter problems Parking meters problem Parking-meter-problems,park,{Carousel},Hvuwl6APs6eHrLWlF38Set-eu
A7BD6D5F-CA67-4E48-8F35-6548D61548D2,I want to speak to a housing officer,30-Nov-22,Base.Person.Transfer,Base.Person.Transfer,0.9999989,housing officer housing officers housing-officer,speak house,,CR446UgA9Dx9trmR0BhqD-eu
267175B1-A872-435A-B266-C7D5A92480F8,"I want to contact Louisa Tucker, housing officer",30-Nov-22,Base.Person.Transfer,Base.Person.Transfer,0.99999344,Louisa Tucker housing officer Louisas Tuckers housing officers Louisa-Tucker housing-officer,contact house,,GiY2tcRDpGuJ0tcF1KnZCa-eu
EAB9AF86-7674-410C-B0EC-BB5D70EBEE49,Please put me through to,30-Nov-22,Base.Person.Transfer,Base.Person.Transfer,0.82900167,  ,put,,BcvZvu4WIeqJ8LlkGO5jvd-eu
909FD1F0-74A0-4DBC-B35A-EA8BDDD48815,Need to talk to a assistant,30-Nov-22,Base.Person.Transfer,Base.Person.Transfer,0.9678393,assistant assistants ,talk,,KoWco2E4y5tGjxb5tiPant-eu
7780CD32-D085-4263-BBB6-66D76802C9A4,Emergency accommodation,30-Nov-22,Root.Hello,Root.Hello,0.07532938,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,8S9OwHFcpt73ehZ7K4SrKT-eu
BC202A10-E100-4B53-B750-F123A195F239,How do I pay for emergency accommodation,30-Nov-22,LocalGov.Environ.EmergencyPlanning.Info,LocalGov.Environ.EmergencyPlanning.Info,0.100415036,emergency accommodation emergencies accommodations emergency-accommodation,pay,,8S9OwHFcpt73ehZ7K4SrKT-eu
EB932760-5124-4DE1-B957-5958E2EA22B3,Speak to housing officer,30-Nov-22,LocalGov.Housing.Contact,LocalGov.Housing.Contact,0.8885312,housing officer housing officers housing-officer,Speak house,{Carousel},7O0sH9OwCcSLKGscBRsTtP-eu
75E1ABEF-4A39-43E9-BA03-999D456531D1,I would like to speak to an advisor,30-Nov-22,LocalGov.Base.Person.Transfer,LocalGov.Base.Person.Transfer,0.8554788,advisor advisors ,speak,,52Oic5hpHhsEk9iCkDKyvy-eu
BEF33330-ED1E-43F2-8E5B-D79B6DA74532,Talk to someone,30-Nov-22,Base.Person.Transfer,Base.Person.Transfer,0.99892294,someone someone ,Talk,,H89zurld6cGF6JY7MEWYu2-eu
35A3F7CC-676D-4D41-AD18-BC662C0E942C,I would like to cheque the opening times of the public toilets please,30-Nov-22,LocalGov.Base.OpeningTime.When,LocalGov.Base.OpeningTime.When,0.03360656,cheque opening times toilets cheques opening time toilet opening-times public-toilets,open,,24Sl2Upf5kBCXLowMHMK5A-eu
A5D7ADF4-0B84-42A0-920E-F9AE8EC4F883,It's acquiring,30-Nov-22,Root.Sensitive.Desperation,Root.Sensitive.Desperation,0.3127888,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,GPEe0HmRRgxIQL5N3XYvAg-eu
8D955CC8-5ECA-4D73-B221-B6FCC229A35B,Someone was supposed to come and see me today about my shower. I haven't hadn't arrived,30-Nov-22,LocalGov.Housing.Rent.Pay.Problem.Report,LocalGov.Housing.Rent.Pay.Problem.Report,0.093399756,Someone today shower Someone todays showers ,come see havent,,GPEe0HmRRgxIQL5N3XYvAg-eu
C9A9BFA9-BA9E-4BEB-9E4E-3D5FAE6D849E,I require the telephone number of the health centre walking Rd,30-Nov-22,LocalGov.Parking.Central.Nearest.Where,LocalGov.Parking.Central.Nearest.Where,0.08139148,telephone number health centre walking Rd telephones numbers healths centres walking Rds health-centre-walking-Rd telephone-number,require walk,,FaWRvCuAF3S9qy2cWmn0wW-eu
2E0265D6-2B08-4576-B8EE-19AF4CB6A425,Register of deaths in Eastbourne,30-Nov-22,LocalGov.Register.Birth.How.Info,LocalGov.Register.Birth.How.Info,0.17075753,Register deaths Eastbourne Registers death Eastbournes ,,,KrZQ5Lgg1oUG8dfLhWUY5P-eu
D4AB872A-755E-4FEB-AC88-7BAE5268FC74,Council house status,30-Nov-22,LocalGov.Housing.HousingRegister.Apply,LocalGov.Housing.HousingRegister.Apply,0.91050774,Council house status Councils houses status Council-house-status,,{Carousel},JeOhwgkosq7BLhs15r1n5M-eu
525D9994-8E4E-403E-B9F9-AE4660D5DB95,The cleaning of the car park in New Haven,30-Nov-22,LocalGov.Environ.PestControl.HygieneServices.Info,LocalGov.Environ.PestControl.HygieneServices.Info,0.08154536,cleaning car park New Haven cleaning cars parks News Havens car-park New-Haven,clean,,L2IU5jGaaCxE3pspGiAKxt-eu
10096B7C-28F7-48DD-8D1B-6DACFAA3AB81,Reduction in Council tax,30-Nov-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.8147032,Reduction Council tax Reductions Councils taxes Council-tax,,{Carousel},IGMTvUTNuLXKuIahYjHA8V-eu
54B37B6B-344E-44FA-BCD1-73B221A133C7,I need to speak to Steve *****,30-Nov-22,Base.Person.Transfer,Base.Person.Transfer,0.9999966,Steve Steves ,speak,,3PUvg3arBfoEYyBr7qJqTr-eu
3028584F-0021-4339-A1B8-12909B091584,Can I speak to somebody about neighbourhood first,30-Nov-22,Base.Person.Transfer,Base.Person.Transfer,1,somebody neighbourhood somebody neighbourhoods ,speak,,FVZ2RK3V7HtC7zlXf786Nj-eu
2719D802-CEDB-41A5-99D5-03C91812B9CD,Um,30-Nov-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,8ZPc6zUSWgwINvCFsjxMBL-eu
B0B02E55-4C2A-4DAE-9425-A36AFBCF0BCD,I don't know. I can't. I can't do this,30-Nov-22,LocalGov.Housing.Rent.Pay.Problem.Report,LocalGov.Housing.Rent.Pay.Problem.Report,0.18431121,  ,dont,,8ZPc6zUSWgwINvCFsjxMBL-eu
2232F6CE-2C10-4806-85D0-2C1498DCD5EB,I'd like to make an appointment to register a death,30-Nov-22,LocalGov.Register.Death.Appointment.Info,LocalGov.Register.Death.Appointment.Info,0.807474,Id appointment death Ids appointments deaths ,make register,{Carousel},7NaSlewMrILJPf8mh5jtCX-eu
39DA0DB9-28F5-44C8-A16A-B591E26A49C8,I want to know if an app looks. I want to know if an applicant is being assisted by the Council,30-Nov-22,LocalGov.CouncilTax.Discount.Student.Info,LocalGov.CouncilTax.Discount.Student.Info,0.06516125,,,Your request was a bit too long to understand I'm afraid. Please try using 20 words or less.,IaoTPegOzTkDIyETuMJjSy-eu
0E946152-0ED8-4918-B4C9-C84BEF2079B5,Homelessness team,30-Nov-22,Root.SignOut,Root.SignOut,0.08255466,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,IaoTPegOzTkDIyETuMJjSy-eu
9ABA5E00-B4EC-4651-8490-D76E645B47D3,Can I talk to the homeless team,30-Nov-22,LocalGov.Housing.Homeless.Info,LocalGov.Housing.Homeless.Info,0.8259861,team teams homeless-team,talk,{Carousel},IaoTPegOzTkDIyETuMJjSy-eu
23BD952B-7D93-435E-83EC-9391D93F40DA,Council tax arrears,30-Nov-22,LocalGov.CouncilTax.Account.Manage.Info,LocalGov.CouncilTax.Account.Manage.Info,0.7046299,Council tax arrears Councils taxes arrears Council-tax-arrears,,{Carousel},1V6H8Mk60Al2xaSLBkzxrn-eu
841D5F33-4042-42BB-BB83-D11506CD4522,Compliance,30-Nov-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,K60clDtSJUVJAE6WYuaTPx-eu
05154814-9F7C-4332-8109-5DC9FE8FEBBD,Thousands for,30-Nov-22,Root.HowDoI,Root.HowDoI,0.16323096,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,Jhz9pKlaUKRVUcFfw79rJ-eu
06533932-D594-46EF-84B1-0AD0DBE4467A,I need to speak with my housing officer,30-Nov-22,Base.Person.Transfer,Base.Person.Transfer,0.9999966,housing officer housing officers housing-officer,speak house,,Jhz9pKlaUKRVUcFfw79rJ-eu
1CEE04EA-9352-42D9-B430-14A7E9CD2B90,7,30-Nov-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,CCLWbalj3VmAzMummAXf6R-eu
AED3C5C0-91F8-4C01-88B5-5FBA0E63DB3A,What do I do about a white I've bin that hasn't been killed and the bin hasn't been returned,30-Nov-22,LocalGov.Bin.Household.Damaged.Report,LocalGov.Bin.Household.Damaged.Report,0.611756,Ive bin Ives bins ,hasnt hasnt,{Carousel},FM97ANDUDuEC3a9ABgrbCP-eu
62D30B23-614D-4F5D-93A4-7269A5D970DC,I have a leasehold query as a landlord,30-Nov-22,LocalGov.Benefits.Housing.Landlord.Info,LocalGov.Benefits.Housing.Landlord.Info,0.60541,leasehold query landlord leaseholds queries landlords leasehold-query,,{Carousel},AP07hQKleWx5Wg1DKbdgxI-eu
9558AFC5-0B09-439D-996F-8BEFD181A024,Help to pay my council tax,30-Nov-22,LocalGov.CouncilTax.Obligation.Who,LocalGov.CouncilTax.Obligation.Who,0.94080967,council tax councils taxes council-tax,Help pay,{Carousel},GX3ssL58JpjFWUuqeguzHx-eu
